model	gene	annotation
iLB1027_lipid	PHATRDRAFT_24195	http://identifiers.org/interpro/IPR005480
iLB1027_lipid	PHATRDRAFT_24195	http://identifiers.org/interpro/IPR005481
iLB1027_lipid	PHATRDRAFT_35691	http://identifiers.org/ncbigene/7201110
iLB1027_lipid	PHATRDRAFT_1784	http://identifiers.org/ncbigene/7196359
iLB1027_lipid	PHATRDRAFT_1784	http://identifiers.org/interpro/IPR008380
iLB1027_lipid	PHATRDRAFT_12331	http://identifiers.org/ncbigene/7200846
iLB1027_lipid	PHATRDRAFT_12331	http://identifiers.org/interpro/IPR004843
iLB1027_lipid	PHATRDRAFT_5217	http://identifiers.org/ncbigene/7200419
iLB1027_lipid	PHATRDRAFT_5217	http://identifiers.org/interpro/IPR001406
iLB1027_lipid	PHATRDRAFT_52343	http://identifiers.org/ncbigene/7203428
iLB1027_lipid	PHATRDRAFT_5423	http://identifiers.org/ncbigene/7201422
iLB1027_lipid	PHATRDRAFT_5423	http://identifiers.org/interpro/IPR007371
iLB1027_lipid	PHATRDRAFT_5423	http://identifiers.org/interpro/IPR007373
iLB1027_lipid	PHATRDRAFT_37234	http://identifiers.org/ncbigene/7201913
iLB1027_lipid	PHATRDRAFT_37234	http://identifiers.org/interpro/IPR008172
iLB1027_lipid	PHATRDRAFT_34896	http://identifiers.org/ncbigene/7200122
iLB1027_lipid	PHATRDRAFT_34896	http://identifiers.org/interpro/IPR004305
iLB1027_lipid	PHATRDRAFT_26405	http://identifiers.org/ncbigene/7199717
iLB1027_lipid	PHATRDRAFT_26405	http://identifiers.org/interpro/IPR003689
iLB1027_lipid	PHATRDRAFT_22166	http://identifiers.org/ncbigene/7203427
iLB1027_lipid	PHATRDRAFT_22166	http://identifiers.org/interpro/IPR003689
iLB1027_lipid	PHATRDRAFT_11965	http://identifiers.org/ncbigene/7200654
iLB1027_lipid	PHATRDRAFT_11965	http://identifiers.org/interpro/IPR002501
iLB1027_lipid	PHATRDRAFT_26336	http://identifiers.org/ncbigene/7197915
iLB1027_lipid	PHATRDRAFT_38445	http://identifiers.org/ncbigene/7203426
iLB1027_lipid	PHATRDRAFT_38445	http://identifiers.org/interpro/IPR003689
iLB1027_lipid	PHATRDRAFT_46146	http://identifiers.org/ncbigene/7201240
iLB1027_lipid	PHATRDRAFT_46146	http://identifiers.org/interpro/IPR000873
iLB1027_lipid	PHATRDRAFT_34898	http://identifiers.org/ncbigene/7200123
iLB1027_lipid	PHATRDRAFT_9348	http://identifiers.org/ncbigene/7196922
iLB1027_lipid	PHATRDRAFT_9348	http://identifiers.org/interpro/IPR002125
iLB1027_lipid	PHATRDRAFT_17265	http://identifiers.org/ncbigene/7196256
iLB1027_lipid	PHATRDRAFT_17265	http://identifiers.org/interpro/IPR005828
iLB1027_lipid	PHATRDRAFT_36165	http://identifiers.org/ncbigene/7201301
iLB1027_lipid	PHATRDRAFT_11414	http://identifiers.org/ncbigene/7199625
iLB1027_lipid	PHATRDRAFT_11414	http://identifiers.org/interpro/IPR001993
iLB1027_lipid	PHATRDRAFT_19762	http://identifiers.org/ncbigene/7200151
iLB1027_lipid	PHATRDRAFT_19762	http://identifiers.org/interpro/IPR005814
iLB1027_lipid	PHATRDRAFT_21296	http://identifiers.org/ncbigene/7202116
iLB1027_lipid	PHATRDRAFT_21296	http://identifiers.org/interpro/IPR007197
iLB1027_lipid	PHATRDRAFT_21296	http://identifiers.org/interpro/IPR010722
iLB1027_lipid	PHATRDRAFT_22315	http://identifiers.org/ncbigene/7203373
iLB1027_lipid	PHATRDRAFT_22315	http://identifiers.org/interpro/IPR001993
iLB1027_lipid	PHATRDRAFT_19030	http://identifiers.org/ncbigene/7197720
iLB1027_lipid	PHATRDRAFT_19030	http://identifiers.org/interpro/IPR001993
iLB1027_lipid	PHATRDRAFT_39515	http://identifiers.org/ncbigene/7195347
iLB1027_lipid	PHATRDRAFT_39515	http://identifiers.org/interpro/IPR005828
iLB1027_lipid	PHATRDRAFT_39151	http://identifiers.org/ncbigene/7194889
iLB1027_lipid	PHATRDRAFT_39151	http://identifiers.org/interpro/IPR000312
iLB1027_lipid	PHATRDRAFT_7173	http://identifiers.org/ncbigene/7200077
iLB1027_lipid	PHATRDRAFT_7173	http://identifiers.org/interpro/IPR002180
iLB1027_lipid	PHATRDRAFT_38165	http://identifiers.org/ncbigene/7203075
iLB1027_lipid	PHATRDRAFT_38165	http://identifiers.org/interpro/IPR001783
iLB1027_lipid	PHATRDRAFT_48112	http://identifiers.org/ncbigene/7203469
iLB1027_lipid	PHATRDRAFT_48112	http://identifiers.org/interpro/IPR001295
iLB1027_lipid	PHATRDRAFT_22453	http://identifiers.org/ncbigene/7203628
iLB1027_lipid	PHATRDRAFT_22453	http://identifiers.org/interpro/IPR006037
iLB1027_lipid	PHATRDRAFT_12172	http://identifiers.org/ncbigene/7200542
iLB1027_lipid	PHATRDRAFT_12172	http://identifiers.org/interpro/IPR002606
iLB1027_lipid	PHATRDRAFT_15797	http://identifiers.org/ncbigene/7195592
iLB1027_lipid	PHATRDRAFT_15797	http://identifiers.org/interpro/IPR001993
iLB1027_lipid	PHATRDRAFT_52223	http://identifiers.org/ncbigene/7202551
iLB1027_lipid	PHATRDRAFT_44670	http://identifiers.org/ncbigene/7197654
iLB1027_lipid	PHATRDRAFT_44670	http://identifiers.org/interpro/IPR000537
iLB1027_lipid	PHATRDRAFT_18087	http://identifiers.org/ncbigene/7197416
iLB1027_lipid	PHATRDRAFT_18087	http://identifiers.org/interpro/IPR000362
iLB1027_lipid	PHATRDRAFT_12894	http://identifiers.org/ncbigene/7201316
iLB1027_lipid	PHATRDRAFT_12894	http://identifiers.org/interpro/IPR001453
iLB1027_lipid	PHATRDRAFT_6834	http://identifiers.org/ncbigene/7194772
iLB1027_lipid	PHATRDRAFT_6834	http://identifiers.org/interpro/IPR000836
iLB1027_lipid	PHATRDRAFT_20833	http://identifiers.org/ncbigene/7201811
iLB1027_lipid	PHATRDRAFT_20833	http://identifiers.org/interpro/IPR004033
iLB1027_lipid	PHATRDRAFT_42659	http://identifiers.org/ncbigene/7196320
iLB1027_lipid	PHATRDRAFT_23723	http://identifiers.org/ncbigene/7198756
iLB1027_lipid	PHATRDRAFT_23723	http://identifiers.org/interpro/IPR001993
iLB1027_lipid	PHATRDRAFT_23429	http://identifiers.org/ncbigene/7198403
iLB1027_lipid	PHATRDRAFT_23429	http://identifiers.org/interpro/IPR002695
iLB1027_lipid	PHATRDRAFT_23429	http://identifiers.org/interpro/IPR004362
iLB1027_lipid	PHATRDRAFT_14808	http://identifiers.org/ncbigene/7203435
iLB1027_lipid	PHATRDRAFT_14808	http://identifiers.org/interpro/IPR000086
iLB1027_lipid	PHATRDRAFT_35566	http://identifiers.org/ncbigene/7200916
iLB1027_lipid	PHATRDRAFT_35566	http://identifiers.org/interpro/IPR000836
iLB1027_lipid	PHATRDRAFT_50149	http://identifiers.org/ncbigene/7198850
iLB1027_lipid	PHATRDRAFT_50149	http://identifiers.org/interpro/IPR001991
iLB1027_lipid	PHATRDRAFT_27385	http://identifiers.org/ncbigene/7201101
iLB1027_lipid	PHATRDRAFT_27385	http://identifiers.org/interpro/IPR000924
iLB1027_lipid	PHATRDRAFT_16286	http://identifiers.org/ncbigene/7198558
iLB1027_lipid	PHATRDRAFT_16286	http://identifiers.org/interpro/IPR001993
iLB1027_lipid	PHATRDRAFT_1358	http://identifiers.org/ncbigene/7196399
iLB1027_lipid	PHATRDRAFT_1358	http://identifiers.org/interpro/IPR008380
iLB1027_lipid	PHATRDRAFT_51242	http://identifiers.org/ncbigene/7198639
iLB1027_lipid	PHATRDRAFT_51242	http://identifiers.org/interpro/IPR002173
iLB1027_lipid	PHATRDRAFT_17914	http://identifiers.org/ncbigene/7196939
iLB1027_lipid	PHATRDRAFT_17914	http://identifiers.org/interpro/IPR001993
iLB1027_lipid	PHATRDRAFT_16963	http://identifiers.org/ncbigene/7199323
iLB1027_lipid	PHATRDRAFT_16963	http://identifiers.org/interpro/IPR000924
iLB1027_lipid	PHATRDRAFT_15639	http://identifiers.org/ncbigene/7195244
iLB1027_lipid	PHATRDRAFT_15639	http://identifiers.org/interpro/IPR001993
iLB1027_lipid	PHATRDRAFT_9355	http://identifiers.org/ncbigene/7196569
iLB1027_lipid	PHATRDRAFT_9355	http://identifiers.org/interpro/IPR002422
iLB1027_lipid	PHATRDRAFT_21970	http://identifiers.org/ncbigene/7202974
iLB1027_lipid	PHATRDRAFT_21970	http://identifiers.org/interpro/IPR004324
iLB1027_lipid	PHATRDRAFT_22117	http://identifiers.org/ncbigene/7203014
iLB1027_lipid	PHATRDRAFT_22117	http://identifiers.org/interpro/IPR001365
iLB1027_lipid	PHATRDRAFT_15968	http://identifiers.org/ncbigene/7195734
iLB1027_lipid	PHATRDRAFT_15968	http://identifiers.org/interpro/IPR000674
iLB1027_lipid	PHATRDRAFT_15968	http://identifiers.org/interpro/IPR001041
iLB1027_lipid	PHATRDRAFT_15968	http://identifiers.org/interpro/IPR002346
iLB1027_lipid	PHATRDRAFT_15968	http://identifiers.org/interpro/IPR002888
iLB1027_lipid	PHATRDRAFT_15968	http://identifiers.org/interpro/IPR005107
iLB1027_lipid	PHATRDRAFT_15968	http://identifiers.org/interpro/IPR008274
iLB1027_lipid	PHATRDRAFT_49568	http://identifiers.org/ncbigene/7198234
iLB1027_lipid	PHATRDRAFT_49568	http://identifiers.org/interpro/IPR002422
iLB1027_lipid	PHATRDRAFT_42245	http://identifiers.org/ncbigene/7195096
iLB1027_lipid	PHATRDRAFT_42245	http://identifiers.org/interpro/IPR007859
iLB1027_lipid	PHATRDRAFT_47999	http://identifiers.org/ncbigene/7202999
iLB1027_lipid	PHATRDRAFT_47999	http://identifiers.org/interpro/IPR002318
iLB1027_lipid	PHATRDRAFT_47999	http://identifiers.org/interpro/IPR003156
iLB1027_lipid	PHATRDRAFT_29736	http://identifiers.org/ncbigene/7194847
iLB1027_lipid	PHATRDRAFT_29736	http://identifiers.org/interpro/IPR002042
iLB1027_lipid	PHATRDRAFT_49522	http://identifiers.org/ncbigene/7195854
iLB1027_lipid	PHATRDRAFT_49522	http://identifiers.org/interpro/IPR000895
iLB1027_lipid	PHATRDRAFT_17860	http://identifiers.org/ncbigene/7196905
iLB1027_lipid	PHATRDRAFT_17860	http://identifiers.org/interpro/IPR000049
iLB1027_lipid	PHATRDRAFT_15186	http://identifiers.org/ncbigene/7194700
iLB1027_lipid	PHATRDRAFT_15186	http://identifiers.org/interpro/IPR002318
iLB1027_lipid	PHATRDRAFT_12373	http://identifiers.org/ncbigene/7201022
iLB1027_lipid	PHATRDRAFT_12373	http://identifiers.org/interpro/IPR001308
iLB1027_lipid	PHATRDRAFT_47653	http://identifiers.org/ncbigene/7202936
iLB1027_lipid	PHATRDRAFT_47653	http://identifiers.org/interpro/IPR000175
iLB1027_lipid	PHATRDRAFT_35101	http://identifiers.org/ncbigene/7200525
iLB1027_lipid	PHATRDRAFT_35101	http://identifiers.org/interpro/IPR006680
iLB1027_lipid	PHATRDRAFT_49073	http://identifiers.org/ncbigene/7195315
iLB1027_lipid	PHATRDRAFT_49073	http://identifiers.org/interpro/IPR002422
iLB1027_lipid	PHATRDRAFT_23709	http://identifiers.org/ncbigene/7198752
iLB1027_lipid	PHATRDRAFT_23709	http://identifiers.org/interpro/IPR001993
iLB1027_lipid	PHATRDRAFT_41016	http://identifiers.org/ncbigene/7198930
iLB1027_lipid	PHATRDRAFT_41016	http://identifiers.org/interpro/IPR004364
iLB1027_lipid	PHATRDRAFT_41016	http://identifiers.org/interpro/IPR004365
iLB1027_lipid	PHATRDRAFT_48302	http://identifiers.org/ncbigene/7203782
iLB1027_lipid	PHATRDRAFT_3787	http://identifiers.org/ncbigene/7201345
iLB1027_lipid	PHATRDRAFT_3787	http://identifiers.org/interpro/IPR005164
iLB1027_lipid	PHATRDRAFT_42247	http://identifiers.org/ncbigene/7195079
iLB1027_lipid	PHATRDRAFT_42247	http://identifiers.org/interpro/IPR004364
iLB1027_lipid	PHATRDRAFT_42247	http://identifiers.org/interpro/IPR004365
iLB1027_lipid	PHATRDRAFT_43748	http://identifiers.org/ncbigene/7197268
iLB1027_lipid	PHATRDRAFT_15374	http://identifiers.org/ncbigene/7195071
iLB1027_lipid	PHATRDRAFT_15374	http://identifiers.org/interpro/IPR002314
iLB1027_lipid	PHATRDRAFT_15374	http://identifiers.org/interpro/IPR002317
iLB1027_lipid	PHATRDRAFT_39772	http://identifiers.org/ncbigene/7195206
iLB1027_lipid	PHATRDRAFT_39772	http://identifiers.org/interpro/IPR004937
iLB1027_lipid	PHATRDRAFT_19901	http://identifiers.org/ncbigene/7200552
iLB1027_lipid	PHATRDRAFT_19901	http://identifiers.org/interpro/IPR002650
iLB1027_lipid	PHATRDRAFT_19901	http://identifiers.org/interpro/IPR002891
iLB1027_lipid	PHATRDRAFT_19901	http://identifiers.org/interpro/IPR008162
iLB1027_lipid	PHATRDRAFT_15324	http://identifiers.org/ncbigene/7195084
iLB1027_lipid	PHATRDRAFT_15324	http://identifiers.org/interpro/IPR004841
iLB1027_lipid	PHATRDRAFT_49533	http://identifiers.org/ncbigene/7195746
iLB1027_lipid	PHATRDRAFT_49533	http://identifiers.org/interpro/IPR004667
iLB1027_lipid	PHATRDRAFT_23920	http://identifiers.org/ncbigene/7199126
iLB1027_lipid	PHATRDRAFT_23920	http://identifiers.org/interpro/IPR002314
iLB1027_lipid	PHATRDRAFT_23920	http://identifiers.org/interpro/IPR004154
iLB1027_lipid	PHATRDRAFT_47351	http://identifiers.org/ncbigene/7202406
iLB1027_lipid	PHATRDRAFT_47351	http://identifiers.org/interpro/IPR004843
iLB1027_lipid	PHATRDRAFT_27709	http://identifiers.org/ncbigene/7201180
iLB1027_lipid	PHATRDRAFT_27709	http://identifiers.org/interpro/IPR005147
iLB1027_lipid	PHATRDRAFT_16375	http://identifiers.org/ncbigene/7198554
iLB1027_lipid	PHATRDRAFT_16375	http://identifiers.org/interpro/IPR000304
iLB1027_lipid	PHATRDRAFT_25331	http://identifiers.org/ncbigene/7197579
iLB1027_lipid	PHATRDRAFT_25331	http://identifiers.org/interpro/IPR002319
iLB1027_lipid	PHATRDRAFT_4823	http://identifiers.org/ncbigene/7199231
iLB1027_lipid	PHATRDRAFT_4823	http://identifiers.org/interpro/IPR001054
iLB1027_lipid	PHATRDRAFT_11811	http://identifiers.org/ncbigene/7200152
iLB1027_lipid	PHATRDRAFT_11811	http://identifiers.org/interpro/IPR001753
iLB1027_lipid	PHATRDRAFT_11131	http://identifiers.org/ncbigene/7199913
iLB1027_lipid	PHATRDRAFT_11131	http://identifiers.org/interpro/IPR008144
iLB1027_lipid	PHATRDRAFT_15595	http://identifiers.org/ncbigene/7195358
iLB1027_lipid	PHATRDRAFT_15595	http://identifiers.org/interpro/IPR002305
iLB1027_lipid	PHATRDRAFT_11281	http://identifiers.org/ncbigene/7199897
iLB1027_lipid	PHATRDRAFT_11281	http://identifiers.org/interpro/IPR008144
iLB1027_lipid	PHATRDRAFT_34301	http://identifiers.org/ncbigene/7199898
iLB1027_lipid	PHATRDRAFT_31436	http://identifiers.org/ncbigene/7196631
iLB1027_lipid	PHATRDRAFT_31436	http://identifiers.org/interpro/IPR007248
iLB1027_lipid	PHATRDRAFT_54703	http://identifiers.org/ncbigene/7201966
iLB1027_lipid	PHATRDRAFT_27240	http://identifiers.org/ncbigene/7200418
iLB1027_lipid	PHATRDRAFT_27240	http://identifiers.org/interpro/IPR004308
iLB1027_lipid	PHATRDRAFT_35580	http://identifiers.org/ncbigene/7200802
iLB1027_lipid	PHATRDRAFT_35580	http://identifiers.org/interpro/IPR004097
iLB1027_lipid	PHATRDRAFT_22568	http://identifiers.org/ncbigene/7194878
iLB1027_lipid	PHATRDRAFT_22568	http://identifiers.org/interpro/IPR000262
iLB1027_lipid	PHATRDRAFT_50804	http://identifiers.org/ncbigene/7198075
iLB1027_lipid	PHATRDRAFT_50804	http://identifiers.org/interpro/IPR000262
iLB1027_lipid	PHATRDRAFT_34672	http://identifiers.org/ncbigene/7200078
iLB1027_lipid	PHATRDRAFT_34672	http://identifiers.org/interpro/IPR006140
iLB1027_lipid	PHATRDRAFT_8990	http://identifiers.org/ncbigene/7196187
iLB1027_lipid	PHATRDRAFT_8990	http://identifiers.org/interpro/IPR001993
iLB1027_lipid	PHATRDRAFT_47357	http://identifiers.org/ncbigene/7202409
iLB1027_lipid	PHATRDRAFT_47357	http://identifiers.org/interpro/IPR001525
iLB1027_lipid	PHATRDRAFT_54355	http://identifiers.org/ncbigene/7200204
iLB1027_lipid	PHATRDRAFT_7629	http://identifiers.org/ncbigene/7200101
iLB1027_lipid	PHATRDRAFT_11099	http://identifiers.org/ncbigene/7197641
iLB1027_lipid	PHATRDRAFT_11099	http://identifiers.org/interpro/IPR004095
iLB1027_lipid	PHATRDRAFT_11099	http://identifiers.org/interpro/IPR006674
iLB1027_lipid	PHATRDRAFT_11099	http://identifiers.org/interpro/IPR007685
iLB1027_lipid	PHATRDRAFT_39578	http://identifiers.org/ncbigene/7195243
iLB1027_lipid	PHATRDRAFT_39578	http://identifiers.org/interpro/IPR003710
iLB1027_lipid	PHATRDRAFT_16540	http://identifiers.org/ncbigene/7198790
iLB1027_lipid	PHATRDRAFT_16540	http://identifiers.org/interpro/IPR002086
iLB1027_lipid	PHATRDRAFT_51970	http://identifiers.org/ncbigene/7201046
iLB1027_lipid	PHATRDRAFT_15777	http://identifiers.org/ncbigene/7195678
iLB1027_lipid	PHATRDRAFT_15777	http://identifiers.org/interpro/IPR001433
iLB1027_lipid	PHATRDRAFT_43785	http://identifiers.org/ncbigene/7197057
iLB1027_lipid	PHATRDRAFT_43785	http://identifiers.org/interpro/IPR001807
iLB1027_lipid	PHATRDRAFT_3145	http://identifiers.org/ncbigene/7203755
iLB1027_lipid	PHATRDRAFT_3145	http://identifiers.org/interpro/IPR004567
iLB1027_lipid	PHATRDRAFT_46097	http://identifiers.org/ncbigene/7201437
iLB1027_lipid	PHATRDRAFT_46097	http://identifiers.org/interpro/IPR000644
iLB1027_lipid	PHATRDRAFT_46097	http://identifiers.org/interpro/IPR001807
iLB1027_lipid	PHATRDRAFT_44482	http://identifiers.org/ncbigene/7197713
iLB1027_lipid	PHATRDRAFT_44482	http://identifiers.org/interpro/IPR000572
iLB1027_lipid	PHATRDRAFT_44482	http://identifiers.org/interpro/IPR001199
iLB1027_lipid	PHATRDRAFT_44482	http://identifiers.org/interpro/IPR005066
iLB1027_lipid	PHATRDRAFT_10089	http://identifiers.org/ncbigene/7197223
iLB1027_lipid	PHATRDRAFT_8876	http://identifiers.org/ncbigene/7196520
iLB1027_lipid	PHATRDRAFT_8876	http://identifiers.org/interpro/IPR001977
iLB1027_lipid	PHATRDRAFT_41875	http://identifiers.org/ncbigene/7199767
iLB1027_lipid	PHATRDRAFT_41875	http://identifiers.org/interpro/IPR000760
iLB1027_lipid	PHATRDRAFT_39421	http://identifiers.org/ncbigene/7195144
iLB1027_lipid	PHATRDRAFT_39421	http://identifiers.org/interpro/IPR001807
iLB1027_lipid	PHATRDRAFT_30807	http://identifiers.org/ncbigene/7198794
iLB1027_lipid	PHATRDRAFT_30807	http://identifiers.org/interpro/IPR003953
iLB1027_lipid	PHATRDRAFT_47667	http://identifiers.org/ncbigene/7202857
iLB1027_lipid	PHATRDRAFT_47667	http://identifiers.org/interpro/IPR003841
iLB1027_lipid	PHATRDRAFT_14735	http://identifiers.org/ncbigene/7203474
iLB1027_lipid	PHATRDRAFT_32849	http://identifiers.org/ncbigene/7197325
iLB1027_lipid	PHATRDRAFT_32849	http://identifiers.org/interpro/IPR001544
iLB1027_lipid	PHATRDRAFT_16599	http://identifiers.org/ncbigene/7198819
iLB1027_lipid	PHATRDRAFT_16599	http://identifiers.org/interpro/IPR002638
iLB1027_lipid	PHATRDRAFT_28585	http://identifiers.org/ncbigene/7202344
iLB1027_lipid	PHATRDRAFT_28585	http://identifiers.org/interpro/IPR001544
iLB1027_lipid	PHATRDRAFT_47239	http://identifiers.org/ncbigene/7202208
iLB1027_lipid	PHATRDRAFT_47239	http://identifiers.org/interpro/IPR003841
iLB1027_lipid	PHATRDRAFT_16157	http://identifiers.org/ncbigene/7198199
iLB1027_lipid	PHATRDRAFT_16157	http://identifiers.org/interpro/IPR000086
iLB1027_lipid	PHATRDRAFT_45509	http://identifiers.org/ncbigene/7200717
iLB1027_lipid	PHATRDRAFT_45509	http://identifiers.org/interpro/IPR003010
iLB1027_lipid	PHATRDRAFT_45509	http://identifiers.org/interpro/IPR003694
iLB1027_lipid	PHATRDRAFT_43697	http://identifiers.org/ncbigene/7197239
iLB1027_lipid	PHATRDRAFT_43697	http://identifiers.org/interpro/IPR001544
iLB1027_lipid	PHATRDRAFT_49842	http://identifiers.org/ncbigene/7198666
iLB1027_lipid	PHATRDRAFT_49842	http://identifiers.org/interpro/IPR003841
iLB1027_lipid	PHATRDRAFT_45428	http://identifiers.org/ncbigene/7200675
iLB1027_lipid	PHATRDRAFT_45428	http://identifiers.org/interpro/IPR001327
iLB1027_lipid	PHATRDRAFT_45428	http://identifiers.org/interpro/IPR004099
iLB1027_lipid	PHATRDRAFT_32823	http://identifiers.org/ncbigene/7197462
iLB1027_lipid	PHATRDRAFT_32823	http://identifiers.org/interpro/IPR002698
iLB1027_lipid	PHATRDRAFT_40433	http://identifiers.org/ncbigene/7198159
iLB1027_lipid	PHATRDRAFT_40433	http://identifiers.org/interpro/IPR003841
iLB1027_lipid	PHATRDRAFT_49505	http://identifiers.org/ncbigene/7195729
iLB1027_lipid	PHATRDRAFT_49505	http://identifiers.org/interpro/IPR011166
iLB1027_lipid	PHATRDRAFT_2834	http://identifiers.org/ncbigene/7197724
iLB1027_lipid	PHATRDRAFT_2834	http://identifiers.org/interpro/IPR000183
iLB1027_lipid	PHATRDRAFT_23830	http://identifiers.org/ncbigene/7198959
iLB1027_lipid	PHATRDRAFT_23830	http://identifiers.org/interpro/IPR001204
iLB1027_lipid	PHATRDRAFT_44610	http://identifiers.org/ncbigene/7198106
iLB1027_lipid	PHATRDRAFT_44610	http://identifiers.org/interpro/IPR003754
iLB1027_lipid	PHATRDRAFT_43552	http://identifiers.org/ncbigene/7197582
iLB1027_lipid	PHATRDRAFT_43552	http://identifiers.org/interpro/IPR006153
iLB1027_lipid	PHATRDRAFT_32550	http://identifiers.org/ncbigene/7197103
iLB1027_lipid	PHATRDRAFT_32550	http://identifiers.org/interpro/IPR000537
iLB1027_lipid	PHATRDRAFT_10830	http://identifiers.org/ncbigene/7198039
iLB1027_lipid	PHATRDRAFT_10830	http://identifiers.org/interpro/IPR009249
iLB1027_lipid	PHATRDRAFT_12642	http://identifiers.org/ncbigene/7201510
iLB1027_lipid	PHATRDRAFT_12642	http://identifiers.org/interpro/IPR000183
iLB1027_lipid	PHATRDRAFT_33770	http://identifiers.org/ncbigene/7197831
iLB1027_lipid	PHATRDRAFT_33770	http://identifiers.org/interpro/IPR009249
iLB1027_lipid	PHATRDRAFT_48886	http://identifiers.org/ncbigene/7194962
iLB1027_lipid	PHATRDRAFT_48886	http://identifiers.org/interpro/IPR006153
iLB1027_lipid	PHATRDRAFT_45446	http://identifiers.org/ncbigene/7200684
iLB1027_lipid	PHATRDRAFT_45446	http://identifiers.org/interpro/IPR009249
iLB1027_lipid	PHATRDRAFT_36398	http://identifiers.org/ncbigene/7201797
iLB1027_lipid	PHATRDRAFT_36398	http://identifiers.org/interpro/IPR007466
iLB1027_lipid	PHATRDRAFT_16955	http://identifiers.org/ncbigene/7199303
iLB1027_lipid	PHATRDRAFT_16955	http://identifiers.org/interpro/IPR009915
iLB1027_lipid	PHATRDRAFT_54842	http://identifiers.org/ncbigene/7203415
iLB1027_lipid	PHATRDRAFT_9210	http://identifiers.org/ncbigene/7196241
iLB1027_lipid	PHATRDRAFT_3362	http://identifiers.org/ncbigene/7196362
iLB1027_lipid	PHATRDRAFT_3362	http://identifiers.org/interpro/IPR001985
iLB1027_lipid	PHATRDRAFT_26190	http://identifiers.org/ncbigene/7197790
iLB1027_lipid	PHATRDRAFT_26190	http://identifiers.org/interpro/IPR004131
iLB1027_lipid	PHATRDRAFT_51708	http://identifiers.org/ncbigene/7197638
iLB1027_lipid	PHATRDRAFT_45243	http://identifiers.org/ncbigene/7200259
iLB1027_lipid	PHATRDRAFT_45243	http://identifiers.org/interpro/IPR002937
iLB1027_lipid	PHATRDRAFT_15815	http://identifiers.org/ncbigene/7195544
iLB1027_lipid	PHATRDRAFT_15815	http://identifiers.org/interpro/IPR004131
iLB1027_lipid	PHATRDRAFT_54826	http://identifiers.org/ncbigene/7203219
iLB1027_lipid	PHATRDRAFT_12452	http://identifiers.org/ncbigene/7201040
iLB1027_lipid	PHATRDRAFT_12452	http://identifiers.org/interpro/IPR004014
iLB1027_lipid	PHATRDRAFT_12452	http://identifiers.org/interpro/IPR005834
iLB1027_lipid	PHATRDRAFT_12452	http://identifiers.org/interpro/IPR008250
iLB1027_lipid	PHATRDRAFT_51868	http://identifiers.org/ncbigene/7200580
iLB1027_lipid	PHATRDRAFT_20445	http://identifiers.org/ncbigene/7201320
iLB1027_lipid	PHATRDRAFT_20445	http://identifiers.org/interpro/IPR002086
iLB1027_lipid	PHATRDRAFT_15536	http://identifiers.org/ncbigene/7195307
iLB1027_lipid	PHATRDRAFT_15536	http://identifiers.org/interpro/IPR003010
iLB1027_lipid	PHATRDRAFT_34027	http://identifiers.org/ncbigene/7197805
iLB1027_lipid	PHATRDRAFT_35253	http://identifiers.org/ncbigene/7200606
iLB1027_lipid	PHATRDRAFT_35253	http://identifiers.org/interpro/IPR000863
iLB1027_lipid	PHATRDRAFT_31948	http://identifiers.org/ncbigene/7196444
iLB1027_lipid	PHATRDRAFT_31948	http://identifiers.org/interpro/IPR000760
iLB1027_lipid	PHATRDRAFT_8945	http://identifiers.org/ncbigene/7196396
iLB1027_lipid	PHATRDRAFT_8945	http://identifiers.org/interpro/IPR005814
iLB1027_lipid	PHATRDRAFT_41686	http://identifiers.org/ncbigene/7196494
iLB1027_lipid	PHATRDRAFT_41686	http://identifiers.org/interpro/IPR005814
iLB1027_lipid	PHATRDRAFT_14994	http://identifiers.org/ncbigene/7203560
iLB1027_lipid	PHATRDRAFT_14994	http://identifiers.org/interpro/IPR000583
iLB1027_lipid	PHATRDRAFT_14994	http://identifiers.org/interpro/IPR001347
iLB1027_lipid	PHATRDRAFT_44384	http://identifiers.org/ncbigene/7198052
iLB1027_lipid	PHATRDRAFT_36390	http://identifiers.org/ncbigene/7201541
iLB1027_lipid	PHATRDRAFT_36390	http://identifiers.org/interpro/IPR004045
iLB1027_lipid	PHATRDRAFT_36390	http://identifiers.org/interpro/IPR004046
iLB1027_lipid	PHATRDRAFT_22019	http://identifiers.org/ncbigene/7203117
iLB1027_lipid	PHATRDRAFT_22019	http://identifiers.org/interpro/IPR006090
iLB1027_lipid	PHATRDRAFT_22019	http://identifiers.org/interpro/IPR006091
iLB1027_lipid	PHATRDRAFT_22019	http://identifiers.org/interpro/IPR006092
iLB1027_lipid	PHATRDRAFT_16649	http://identifiers.org/ncbigene/7198830
iLB1027_lipid	PHATRDRAFT_16649	http://identifiers.org/interpro/IPR008260
iLB1027_lipid	PHATRDRAFT_23365	http://identifiers.org/ncbigene/7198263
iLB1027_lipid	PHATRDRAFT_23365	http://identifiers.org/interpro/IPR004165
iLB1027_lipid	PHATRDRAFT_54528	http://identifiers.org/ncbigene/7201362
iLB1027_lipid	PHATRDRAFT_45141	http://identifiers.org/ncbigene/7200326
iLB1027_lipid	PHATRDRAFT_45141	http://identifiers.org/interpro/IPR006115
iLB1027_lipid	PHATRDRAFT_51245	http://identifiers.org/ncbigene/7198785
